reference id,Pubchem_id,iupac_name,molecular_formula,molecular_weight,kegg_id,,,,
5280441,5280441,"5,7-dihydroxy-2-(4-hydroxyphenyl)-8-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]chromen-4-one",C21H20O10,432.4,C01460 ,,,,
5280457,5280457,"5-[(E)-2-phenylethenyl]benzene-1,3-diol",C14H12O2,212.24,C01745 ,,,,
5281647,5281647,"1,3,6,7-tetrahydroxy-2-[(2S,3R,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]xanthen-9-one",C19H18O11,422.3,C10077 ,,,,
5495849,5495849,"(4aS,14cR)-11,13-dihydroxy-2,5,5-trimethyl-3,4,4a,14c-tetrahydroisochromeno[4,3-a]xanthen-14-one",C23H22O5,378.4,Not available,,,,
6325075,6325075,"[(1S,12S,14R,15E)-15-ethylidene-3-methyl-3,17-diazapentacyclo[12.3.1.02,10.04,9.012,17]octadeca-2(10),4,6,8-tetraen-13-yl]methanol",C20H24N2O,308.4,C09022 ,,,,
10922465,10922465,"2-[(1R,4R,4aS,8aR)-4,7-dimethyl-1,2,3,4,4a,5,6,8a-octahydronaphthalen-1-yl]prop-2-enoic acid",C15H22O2,234.33,C20309 ,,,,
11709595,11709595,"(6aR,11aR)-2-(3-methylbut-2-enyl)-6a,11a-dihydro-6H-[1]benzofuro[3,2-c]chromene-3,9-diol",C20H20O4,324.4,Not available,,,,
21679845,21679845,"(2R,13bS)-11-methoxy-2,6,8,9-tetrahydro-1H-indolo[7a,1-a]isoquinoline-2,12-diol",C17H19NO3,285.34,Not available,,,,
189728,189728,"(4bS,8aS)-3,4b,8,8-tetramethyl-10-oxo-6,7,8a,9-tetrahydro-5H-phenanthrene-2-carboxylic acid",C19H24O3,300.4,Not available,,,,
442811,442811,"(3S)-3-(3-hydroxy-2,4-dimethoxyphenyl)-3,4-dihydro-2H-chromen-7-ol",C17H18O5,302.32,C10507 ,,,,
3082639,3082639,"2-(ethoxymethyl)-3,5-dihydroxypyran-4-one ",C8H10O5,186.16,Not available,,,,
5365022,5365022,(E)-pentatriacont-17-ene,C35H70,490.9,Not available,,,,
10331844,10331844,"2-acetylbenzo[f][1]benzofuran-4,9-dione ",C14H8O4,240.21,D10717 ,,,,
10452999,10452999,"[(1R,2S,5S,8R,9S,11R,15S,18R)-9,18-dihydroxy-12,12-dimethyl-6-methylidene-7-oxo-17-oxapentacyclo[7.6.2.15,8.01,11.02,8]octadecan-15-yl] acetate",C22H30O6,390.5,Not available,,,,
44558951,44558951,"6-(1,3-benzodioxol-5-yl)hexan-2-ol ",C13H18O3,222.28,Not availablePubchem_id,iupac_name,molecular_formula,molecular_weight,kegg_id
129650338,129650338,"[5,8-dihydroxy-2-[(1R)-1-hydroxy-4-methylpent-3-enyl]-1,4-dioxo-3H-naphthalen-2-yl] acetate",C18H20O7,348.3,Not available,,,,
12306046,12306046,"(1R,4aS,8aR)-4,7-dimethyl-1-propan-2-yl-1,2,4a,5,6,8a-hexahydronaphthalene",C15H24,204.35,Not available,,,,
5282102,5282102,"5,7-dihydroxy-2-(4-hydroxyphenyl)-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxychromen-4-one",C21H20O11,448.4,C12249 ,,,,
5280794,5280794,"(3S,8S,9S,10R,13R,14S,17R)-17-[(E,2R,5S)-5-ethyl-6-methylhept-3-en-2-yl]-10,13-dimethyl-2,3,4,7,8,9,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",C29H48O,412.7,C05442 ,,,,
9064,9064,"(2R,3S)-2-(3,4-dihydroxyphenyl)-3,4-dihydro-2H-chromene-3,5,7-triol",C15H14O6,290.27,C06562 ,,,,
2723872,2723872,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",C6H12O6,180.16,C05003 ,,,,
637566,637566,"(2E)-3,7-dimethylocta-2,6-dien-1-ol",C10H18O,154.25,C01500 ,,,,
5284507,5284507,"(6E)-3,7,11-trimethyldodeca-1,6,10-trien-3-ol",C15H26O,222.37,Not available,,,,
22311,22311,1-methyl-4-prop-1-en-2-ylcyclohexene ,C10H16,136.23,D00194 ,,,,
5280805,5280805,"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-2-yl]oxychromen-4-one",C27H30O16,610.5,C05625 ,,,,
70678558,70678558,"(1S,6S,7S,8S)-1,3-dimethyl-8-propan-2-yltricyclo[4.4.0.02,7]dec-3-ene",C15H24,204.35,Not available,,,,
15233562,15233562,"6-(6-hydroxy-1-benzofuran-2-yl)-2,2-dimethylchromen-5-ol ",C19H16O4,308.3,Not available,,,,
14218027,14218027,"5,7-dihydroxy-2-[4-hydroxy-3-(3-methylbut-2-enyl)phenyl]-2,3-dihydrochromen-4-one ",C20H20O5,340.4,Not available,,,,
392443,392443,"5,7-dihydroxy-3-(5-hydroxy-2,2-dimethylchromen-6-yl)-2,3-dihydrochromen-4-one ",C20H18O6,354.4,Not available,,,,
3611,3611,"2-hydroxy-6-propan-2-ylcyclohepta-2,4,6-trien-1-one ",C10H12O2,164.2,C09904 ,,,,
Pubchem_id,iupac_name,molecular_formula,molecular_weight,kegg_id
10225,"1,6-dimethyl-4-propan-2-ylnaphthalene ",C15H18,198.30,Not available
11349,3-hydroxy-2-phenylchromen-4-one ,C15H10O3,238.24,C01495 
12232,(methyldisulfanyl)methane ,C2H6S2,94.20 ,C08371 
24721137,"(1S,2S,3R,5S,8S,9S,10S,11R,15S)-3,9,10,15-tetrahydroxy-12,12-dimethyl-6-methylidene-17-oxapentacyclo[7.6.2.15,8.01,11.02,8]octadecan-7-one",C20H28O6,364.4 ,Not available
3083613,"hexa-2,4-diynylbenzene ",C12H10,154.21,C16927 
181119,"(1S)-1-[[2-[[(6aS)-1,2,3,10-tetramethoxy-6-methyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinolin-9-yl]oxy]-4,5-dimethoxyphenyl]methyl]-6-methoxy-2-methyl-3,4-dihydro-1H-isoquinolin-7-ol",C41H48N2O9,712.8 ,Not available
474540,"(2R,3S)-2-(3,4-dihydroxyphenyl)-6-[(2R,3S,4R)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-chromen-4-yl]-3,4-dihydro-2H-chromene-3,5,7-triol",C30H26O12,578.5 ,Not available
124017,"(2R,3R)-2-(3,4-dihydroxyphenyl)-6-[(2R,3R,4S)-2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-3,4-dihydro-2H-chromen-4-yl]-3,4-dihydro-2H-chromene-3,5,7-triol",C30H26O12,578.5 ,C17640 
5280666,"5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)chromen-4-one ",C16H12O6,300.26,C04293 
5321288,"[1-[5-(2,5-dihydroxyphenyl)furan-3-yl]-4-methylpent-3-enyl] 3-methylbutanoate ",C21H26O5,358.4 ,Not available
51029223,"N-[1-[(13E)-10-benzyl-16-methoxy-8,11-dioxo-2-oxa-6,9,12-triazatricyclo[13.3.1.03,7]nonadeca-1(19),13,15,17-tetraen-6-yl]-3-methyl-1-oxobutan-2-yl]-2-(dimethylamino)propanamide",C33H43N5O6,605.7 ,Not available
5318517,"(3E,4S)-3-[2-[(1R,4aS,5R,6R,8aS)-6-hydroxy-5-(hydroxymethyl)-5,8a-dimethyl-2-methylidene-3,4,4a,6,7,8-hexahydro-1H-naphthalen-1-yl]ethylidene]-4-hydroxyoxolan-2-one",C20H30O5,350.4 ,C20214 
5316836,"1-[3,5-bis[[2,6-dihydroxy-4-methoxy-3-methyl-5-(2-methylpropanoyl)phenyl]methyl]-2,4,6-trihydroxyphenyl]-2-methylpropan-1-one ",C36H44O12,668.7 ,Not available
5281674,"5,7,8-trihydroxy-2-phenylchromen-4-one ",C15H10O5,270.24,C10113 
5971,3-isothiocyanatoprop-1-ene ,C4H5NS,99.16 ,C19317 
5458800,"[(7S,8R)-7-[(Z)-2-methylbut-2-enoyl]oxy-4-oxido-5,6,7,8-tetrahydro-3H-pyrrolizin-4-ium-1-yl]methyl (2R)-2,3-dihydroxy-2-[(1S)-1-methoxyethyl]-3-methylbutanoate",C21H33NO8,427.5 ,Not available
65126,"(4aR,10aS)-5,6-dihydroxy-1,1-dimethyl-7-propan-2-yl-2,3,4,9,10,10a-hexahydrophenanthrene-4a-carboxylic acid",C20H28O4,332.4 ,C21818 
73419,"(1S,2R,5S,7S,10S,11S,14S,15R,16S,17R,20R,22S,24R)-7-amino-10,14,16,20-tetramethyl-23-oxa-18-azahexacyclo[12.11.0.02,11.05,10.015,24.017,22]pentacosan-22-ol",C27H46N2O2,430.7 ,C10821 
66841,4-methylidene-1-propan-2-ylcyclohexene ,C10H16,136.23,Not available
82143,"5-methylindolo[3,2-b]quinoline ",C16H12N2,232.28,C09142 
68071,"(2S)-5,7-dihydroxy-2-phenyl-2,3-dihydrochromen-4-one",C15H12O4,256.25,C09827 
7462,"1-methyl-4-propan-2-ylcyclohexa-1,3-diene ",C10H16,136.23,C09898 
